Cluster_ID,Best_Match,Similarity_Pct,Status,Total_Reads,Pct_of_Sample,Num_ASVs
Cluster_80,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Tetrahymenida;Tetrahymena;Tetrahymena_rostrata;,49.83,Candidate novel taxon,47,0.03,7
Cluster_801,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus_sp.;,76.49,Low confidence / possible divergent,47,0.03,6
Cluster_742,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,81.44,Confident match,47,0.03,9
Cluster_762,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,79.47,Low confidence / possible divergent,47,0.03,10
Cluster_600,Eukaryota;TSAR;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;CONThreeP_XXX;CONThreeP_XXX_sp.;,74.35,Low confidence / possible divergent,47,0.03,8
Cluster_671,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Diversisporales;Acaulospora;Acaulospora_sp.;,74.98,Low confidence / possible divergent,47,0.03,12
Cluster_389,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,74.65,Low confidence / possible divergent,47,0.03,6
Cluster_408,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chlorophyceae;Sphaeropleales;Sphaeropleales_X;Desmodesmus;Desmodesmus_sp.;,72.7,Low confidence / possible divergent,47,0.03,9
Cluster_736,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_sp.;,76.67,Low confidence / possible divergent,46,0.03,11
Cluster_735,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,79.69,Low confidence / possible divergent,46,0.03,5
Cluster_364,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,67.49,Low confidence / possible divergent,46,0.03,6
Cluster_292,Eukaryota;Excavata;Discoba;Discoba_X;Heterolobosea;Tetramitia_VI;Psalteriomonadidae;Psalteriomonas;Psalteriomonas_lanterna;,63.75,Candidate novel taxon,46,0.03,10
Cluster_294,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_lestoquardi;,67.52,Low confidence / possible divergent,46,0.03,9
Cluster_437,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria;Alternaria_alternata;,70.76,Low confidence / possible divergent,46,0.03,5
Cluster_710,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon5;Hepatozoon_canis;,77.62,Low confidence / possible divergent,46,0.03,7
Cluster_428,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,76.31,Low confidence / possible divergent,46,0.03,10
Cluster_539,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces_pseudodichotomus;,74.58,Low confidence / possible divergent,46,0.03,10
Cluster_210,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,77.13,Low confidence / possible divergent,46,0.03,7
Cluster_958,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Cryothecomonas-lineage;Cryothecomonas;Cryothecomonas_sp.;,72.42,Low confidence / possible divergent,46,0.03,5
Cluster_274,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Novibipalium;Novibipalium_venosum;,64.84,Candidate novel taxon,45,0.03,9
Cluster_281,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX;Scuticociliatia_2_XX_sp.;,65.66,Low confidence / possible divergent,45,0.03,8
Cluster_310,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,70.87,Low confidence / possible divergent,45,0.03,6
Cluster_832,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,82.96,Confident match,45,0.03,9
Cluster_685,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae_X;Porosporidae_X_sp.;,72.74,Low confidence / possible divergent,45,0.03,9
Cluster_979,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,79.09,Low confidence / possible divergent,45,0.03,6
Cluster_941,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria5;Theileria5_sp.;,74.28,Low confidence / possible divergent,45,0.03,7
Cluster_536,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Knufia;Knufia_sp.;,68.6,Low confidence / possible divergent,45,0.03,6
Cluster_980,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,77.82,Low confidence / possible divergent,45,0.03,8
Cluster_188,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Candida;Candida_albicans;,72.23,Low confidence / possible divergent,45,0.03,7
Cluster_471,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,74.87,Low confidence / possible divergent,45,0.03,8
Cluster_6,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,51.68,Candidate novel taxon,45,0.03,20
Cluster_786,Eukaryota;Obazoa;Opisthokonta;Fungi;Opisthosporidia;Microsporida;Microsporida_X;Microsporidiomycotina_XX;Microsporidiomycotina_XX_sp.;,71.78,Low confidence / possible divergent,45,0.03,11
Cluster_751,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,79.32,Low confidence / possible divergent,45,0.03,7
Cluster_760,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,75.0,Low confidence / possible divergent,45,0.03,6
Cluster_231,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,57.08,Candidate novel taxon,45,0.03,19
Cluster_955,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,71.53,Low confidence / possible divergent,44,0.03,7
Cluster_384,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Trichoderma;Trichoderma_sp.;,71.85,Low confidence / possible divergent,44,0.03,11
Cluster_719,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,71.57,Low confidence / possible divergent,44,0.03,9
Cluster_963,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,77.54,Low confidence / possible divergent,44,0.03,9
Cluster_484,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,73.18,Low confidence / possible divergent,44,0.03,12
Cluster_25,Eukaryota;Obazoa;Opisthokonta;Fungi;Opisthosporidia;Microsporida;Microsporida_X;Loma;Loma_salmonae;,39.26,Candidate novel taxon,44,0.03,8
Cluster_541,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Cenococcum;Cenococcum_geophilum;,74.99,Low confidence / possible divergent,44,0.03,6
Cluster_581,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,77.3,Low confidence / possible divergent,44,0.03,6
Cluster_76,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Alternaria;Alternaria_longipes;,74.54,Low confidence / possible divergent,44,0.03,20
Cluster_770,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,82.34,Confident match,44,0.03,5
Cluster_1009,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,77.24,Low confidence / possible divergent,43,0.03,9
Cluster_203,Eukaryota;Excavata;Metamonada;Parabasalia;Trichomonadea;Trichomonadida;Trichomonadidae;Trichomonas;Trichomonas_vaginalis;,73.68,Low confidence / possible divergent,43,0.03,18
Cluster_223,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Trilobatus;Trilobatus_sacculifer;,63.93,Candidate novel taxon,43,0.03,21
Cluster_803,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,77.6,Low confidence / possible divergent,43,0.03,10
Cluster_677,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria3;Theileria_capreoli;,78.71,Low confidence / possible divergent,43,0.03,9
Cluster_508,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces_pseudodichotomus;,73.01,Low confidence / possible divergent,43,0.03,8
Cluster_633,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,77.6,Low confidence / possible divergent,43,0.03,7
Cluster_351,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,69.43,Low confidence / possible divergent,43,0.03,7
Cluster_919,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,70.45,Low confidence / possible divergent,43,0.03,8
Cluster_702,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia6;Babesia_ovis;,67.83,Low confidence / possible divergent,42,0.03,5
Cluster_787,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,81.67,Confident match,42,0.03,5
Cluster_268,Eukaryota;Haptista;Haptophyta;Haptophyta_X;Prymnesiophyceae;Coccolithales;Hymenomonadaceae;Ochrosphaera;Ochrosphaera_sp.;,74.13,Low confidence / possible divergent,42,0.03,11
Cluster_943,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Enoplea;Enoplea_X;Trichocephalida;Trichocephalida_sp.;,78.29,Low confidence / possible divergent,42,0.03,7
Cluster_92,Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Myxogastria_Lucisporidia;Myxogastria_Lucisporidia_X;Trichiidae;Arcyria;Arcyria_cinerea;,65.29,Low confidence / possible divergent,42,0.03,19
Cluster_945,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,70.5,Low confidence / possible divergent,42,0.03,9
Cluster_992,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,79.77,Low confidence / possible divergent,42,0.03,5
Cluster_675,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Rhizophydiales;Rhizophydiales_X;Rhizophydiales_XX;Rhizophydiales_XX_sp.;,71.31,Low confidence / possible divergent,41,0.03,9
Cluster_414,Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Eumycetozoa_X;Dictyosteliida;Dictyosteliida_X;Dictyostelium;Dictyostelium_sp.;,72.3,Low confidence / possible divergent,41,0.03,5
Cluster_234,Eukaryota;Excavata;Discoba;Euglenozoa;Symbiontida;Symbiontida_X;Calkinsiidae;Calkinsia;Calkinsia_aureus;,72.16,Low confidence / possible divergent,41,0.03,17
Cluster_140,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,74.55,Low confidence / possible divergent,41,0.03,7
Cluster_933,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,80.33,Confident match,41,0.03,9
Cluster_191,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Thalassiosirales:plas;Thalassiosirales_X:plas;Thalassiosirales_XX:plas;Thalassiosirales_XX_sp.:plas;,52.96,Candidate novel taxon,41,0.03,17
Cluster_426,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX;Scuticociliatia_2_XX_sp.;,61.45,Candidate novel taxon,41,0.03,6
Cluster_232,Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Eucyrtidiidae;Eucyrtidium;Eucyrtidium_hexastichum;,60.6,Candidate novel taxon,41,0.03,17
Cluster_834,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,74.4,Low confidence / possible divergent,41,0.03,6
Cluster_640,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,77.99,Low confidence / possible divergent,41,0.03,8
Cluster_409,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Thraustochytriaceae_LAB17;Thraustochytriaceae_LAB17_sp.;,71.22,Low confidence / possible divergent,40,0.03,7
Cluster_113,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;RCC391;RCC391_sp.;,57.13,Candidate novel taxon,40,0.03,7
Cluster_216,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,64.92,Candidate novel taxon,40,0.03,8
Cluster_367,Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Ulvophyceae:plas;Bryopsidales:plas;Ostreobiaceae:plas;Ostreobium:plas;Ostreobium_sp.:plas;,80.48,Confident match,40,0.03,6
Cluster_902,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,77.91,Low confidence / possible divergent,40,0.03,7
Cluster_783,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_sp.;,81.61,Confident match,40,0.03,5
Cluster_506,Eukaryota;Obazoa;Opisthokonta;Fungi;Fungi_X;Fungi_XX;Fungi_XXX;Fungi_XXXX;Fungi_XXXX_sp.;,73.85,Low confidence / possible divergent,40,0.03,7
Cluster_208,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Hyplorynchus;Hyplorynchus_sp.;,70.17,Low confidence / possible divergent,40,0.03,7
Cluster_282,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,61.68,Candidate novel taxon,40,0.03,7
Cluster_487,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Metazoa:mito;Craniata:mito;Craniata_X:mito;Craniata_XX:mito;Myotis:mito;Myotis_capaccinii:mito;,62.89,Candidate novel taxon,40,0.03,8
Cluster_599,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon3;Hepatozoon3_sp.;,70.38,Low confidence / possible divergent,40,0.03,9
Cluster_429,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,73.78,Low confidence / possible divergent,39,0.02,7
Cluster_983,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,78.06,Low confidence / possible divergent,39,0.02,5
Cluster_376,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,77.42,Low confidence / possible divergent,39,0.02,5
Cluster_44,Eukaryota;Obazoa;Opisthokonta;Metazoa;Myxozoa;Myxozoa_X;Myxosporea;Synactinomyxon;Synactinomyxon_sp.;,67.94,Low confidence / possible divergent,39,0.02,7
Cluster_363,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;,37.49,Candidate novel taxon,39,0.02,9
Cluster_936,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium_sp.;,74.44,Low confidence / possible divergent,39,0.02,8
Cluster_179,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,72.83,Low confidence / possible divergent,38,0.02,8
Cluster_265,Eukaryota;Obazoa;Opisthokonta;Fungi;Basidiomycota;Ustilaginomycotina;Exobasidiomycetes;Exobasidiomycetes_X;Exobasidiomycetes_X_sp.;,71.06,Low confidence / possible divergent,38,0.02,10
Cluster_573,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_pusilla;,73.16,Low confidence / possible divergent,38,0.02,9
Cluster_617,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;,77.79,Low confidence / possible divergent,38,0.02,5
Cluster_10,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;Globorotalia_ungulata;,57.42,Candidate novel taxon,38,0.02,15
Cluster_729,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,81.77,Confident match,38,0.02,10
Cluster_726,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,76.91,Low confidence / possible divergent,38,0.02,7
Cluster_419,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Triparticalcar;Triparticalcar_sp.;,72.55,Low confidence / possible divergent,38,0.02,6
Cluster_490,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium1;Cryptosporidium_parvum;,68.42,Low confidence / possible divergent,38,0.02,5
Cluster_165,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,46.99,Candidate novel taxon,38,0.02,6
Cluster_557,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,71.11,Low confidence / possible divergent,38,0.02,6
Cluster_104,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Fungi:mito;Ascomycota:mito;Pezizomycotina:mito;Lecanoromycetes:mito;Cryptodiscus:mito;Cryptodiscus_pini:mito;,52.77,Candidate novel taxon,38,0.02,9
Cluster_119,Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Pedinophyceae:plas;Marsupiomonadales:plas;Marsupiomonadaceae:plas;Protoeuglena:plas;Protoeuglena_noctilucae:plas;,74.53,Low confidence / possible divergent,37,0.02,18
Cluster_837,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Macrostylis;Macrostylis_sp.;,74.3,Low confidence / possible divergent,37,0.02,9
Cluster_629,Eukaryota;Amoebozoa;Evosea;Evosea_X;Archamoebea;Archamoebea_X;Entamoebidae;Entamoeba;Entamoeba_polecki;,77.18,Low confidence / possible divergent,37,0.02,6
Cluster_318,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,74.64,Low confidence / possible divergent,37,0.02,7
Cluster_157,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Schmidtea;Schmidtea_mediterranea;,51.72,Candidate novel taxon,37,0.02,12
Cluster_874,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Macrostylis;Macrostylis_sp.;,73.05,Low confidence / possible divergent,37,0.02,7
Cluster_339,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,71.23,Low confidence / possible divergent,37,0.02,7
Cluster_509,Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Ulvophyceae:plas;Bryopsidales:plas;Ostreobiaceae:plas;Ostreobium:plas;Ostreobium_sp.:plas;,76.61,Low confidence / possible divergent,37,0.02,8
Cluster_14,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,58.61,Candidate novel taxon,36,0.02,16
Cluster_160,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Elphidiidae;Elphidium;Elphidium_bartletti;,51.83,Candidate novel taxon,36,0.02,16
Cluster_170,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Microplana;Microplana_sp.;,48.17,Candidate novel taxon,36,0.02,10
Cluster_171,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Mediophyceae:plas;Thalassiosirales:plas;Thalassiosirales_X:plas;Thalassiosirales_XX:plas;Thalassiosirales_XX_sp.:plas;,57.6,Candidate novel taxon,36,0.02,15
Cluster_337,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;,40.38,Candidate novel taxon,36,0.02,9
Cluster_616,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon3;Hepatozoon3_sp.;,72.47,Low confidence / possible divergent,36,0.02,7
Cluster_275,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,72.4,Low confidence / possible divergent,36,0.02,10
Cluster_782,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,80.5,Confident match,36,0.02,7
Cluster_132,Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Ulvophyceae:plas;Bryopsidales:plas;Ostreobiaceae:plas;Ostreobium:plas;Ostreobium_sp.:plas;,67.8,Low confidence / possible divergent,36,0.02,17
Cluster_533,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,67.85,Low confidence / possible divergent,36,0.02,7
Cluster_794,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;,75.08,Low confidence / possible divergent,36,0.02,6
Cluster_395,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,70.35,Low confidence / possible divergent,36,0.02,8
Cluster_745,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium;Cryptosporidium_sp.;,70.56,Low confidence / possible divergent,36,0.02,10
Cluster_373,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,45.14,Candidate novel taxon,36,0.02,6
Cluster_173,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,62.67,Candidate novel taxon,36,0.02,14
Cluster_422,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,66.36,Low confidence / possible divergent,36,0.02,8
Cluster_479,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,72.11,Low confidence / possible divergent,36,0.02,9
Cluster_759,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium;Cryptosporidium_sp.;,73.82,Low confidence / possible divergent,36,0.02,6
Cluster_591,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,73.83,Low confidence / possible divergent,36,0.02,8
Cluster_59,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;Bulgaria;Bulgaria_inquinans;,57.03,Candidate novel taxon,35,0.02,9
Cluster_1,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Fungi:mito;Ascomycota:mito;Pezizomycotina:mito;Sordariomycetes:mito;Hypocrea:mito;Hypocrea_citrina:mito;,44.55,Candidate novel taxon,35,0.02,7
